text,label
"skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"A tick bite may look like as a tiny, itchy bump on your skin, much like a mosquito bite. This doesn't mean you have a tick-borne disease. Many people will not notice they've had a tick bite. The symptoms of Lyme disease vary. They usually show up in stages. But the stages can overlap. And some people don't have symptoms of the typical early stage. Stage 1            Lyme disease rash       Open pop-up dialog box          Close    Lyme disease rash   Lyme disease rash Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days.               Lyme disease rash       Open pop-up dialog box           Lyme disease rash       Open pop-up dialog box  Open pop-up dialog box       Close    Lyme disease rash   Lyme disease rash Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days.          Close    Lyme disease rash   Lyme disease rash Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days.        Close    Lyme disease rash   Lyme disease rash Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days.     Close    Close  Close Lyme disease rash   Lyme disease rash Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days.  Lyme disease rash Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days. Illustration of Lyme disease rash on different skin colors. People with Lyme disease might get a bull's-eye rash. The rash gradually spreads over a period of days. Early symptoms of Lyme disease usually happen within 3 to 30 days after a tick bite. This stage of disease has a limited set of symptoms. This is called early localized disease. A rash is a common sign of Lyme disease. But it doesn't always happen. The rash is usually a single circle that slowly spreads from the site of the tick bite. It may become clear in the center and look like a target or bull's-eye. The rash often feels warm to the touch, But it's usually not painful or itchy. A rash Other stage 1 symptoms include:  Fever. Headache. Extreme tiredness. Joint stiffness. Muscle aches and pains. Swollen lymph nodes.  Stage 2 Without treatment, Lyme disease can get worse.  The symptoms often show up within 3 to 10 weeks after a tick bite. Stage 2 is often more serious and widespread. It is called early disseminated disease. Stage 2 may include the stage 1 symptoms and the following:  Many rashes on other parts of the body. Neck pain or stiffness. Muscle weakness on one or both sides of the face. Immune-system activity in heart tissue that causes irregular heartbeats. Pain that starts from the back and hips and spreads to the legs. Pain, numbness or weakness in the hands or feet. Painful swelling in tissues of the eye or eyelid. Immune-system activity in eye nerves that causes pain or vision loss.  Stage 3 In the third stage, you may have symptoms from the earlier stages and other symptoms. This stage is called late disseminated disease. In the United States, the most common condition of this stage is arthritis in large joints, particularly the knees. Pain, swelling or stiffness may last for a long time. Or the symptoms may come and go. Stage 3 symptoms usually begin 2 to 12 months after a tick bite. The type of Lyme disease common in Europe can cause a skin condition called acrodermatitis chronic atrophicans. The skin on the backs of the hands and tops of the feet get discolored and swell. It also may show up over the elbows and knees. More-serious cases may cause damage to tissues or joints. This skin condition may show up many months to many years after a tick bite.",Trichomoniasis
"Hyperglycemia usually doesn't cause symptoms until blood sugar (glucose) levels are high — above 180 to 200 milligrams per deciliter (mg/dL), or 10 to 11.1 millimoles per liter (mmol/L). Symptoms of hyperglycemia develop slowly over several days or weeks. The longer blood sugar levels stay high, the more serious symptoms may become. But some people who've had type 2 diabetes for a long time may not show any symptoms despite high blood sugar levels. Early signs and symptoms Recognizing early symptoms of hyperglycemia can help identify and treat it right away. Watch for:  Frequent urination Increased thirst Blurred vision Feeling weak or unusually tired   Later signs and symptoms If hyperglycemia isn't treated, it can cause toxic acids, called ketones, to build up in the blood and urine. This condition is called ketoacidosis. Symptoms include:  Fruity-smelling breath Dry mouth Abdominal pain Nausea and vomiting Shortness of breath Confusion Loss of consciousness ",Retinal Tear
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
I have little red spots all over my body. I don't know what they are and they are worrying me. I have also lost my appetite and every night I am exhausted and have a severe headache.,Epididymal Cyst
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"itching,stomach_pain,burning_micturition,spotting__urination",Iron Deficiency
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Fatigue
"vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",Angioedema
"fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",Schizophrenia (Negative Symptoms)
"At first, the flu may seem like a common cold with a runny nose, sneezing and sore throat. Colds usually develop slowly. But the flu tends to come on suddenly. And while a cold can be miserable, you usually feel much worse with the flu. Common symptoms of the flu include:  Fever Aching muscles Chills and sweats Headache Dry, persistent cough Shortness of breath Tiredness and weakness Runny or stuffy nose Sore throat Eye pain Vomiting and diarrhea, but this is more common in children than adults   Related information COVID-19 vs. flu: Similarities and differences - Related informationCOVID-19 vs. flu: Similarities and differencesCOVID-19, cold, allergies and the flu: What are the differences? - Related informationCOVID-19, cold, allergies and the flu: What are the differences? ",Nerve Damage
"Gender dysphoria might cause adolescents and adults to experience a marked difference between inner gender identity and assigned gender that lasts for at least six months. The difference is shown by at least two of the following:   A difference between gender identity and genitals or secondary sex characteristics, such as breast size, voice and facial hair. In young adolescents, a difference between gender identity and anticipated secondary sex characteristics. A strong desire to be rid of these genitals or secondary sex characteristics, or a desire to prevent the development of secondary sex characteristics. A strong desire to have the genitals and secondary sex characteristics of another gender. A strong desire to be or to be treated as another gender. A strong belief of having the typical feelings and reactions of another gender.  Gender dysphoria may also cause significant distress that affects how you function in social situations, at work or school, and in other areas of life. Gender dysphoria might start in childhood and continue into adolescence and adulthood. Or you might have periods in which you no longer experience gender dysphoria. You might also experience gender dysphoria around the time of puberty or much later in life. Complications Gender dysphoria can affect many aspects of life, including daily activities. People experiencing gender dysphoria might have difficulty in school due to pressure to dress in a way that's associated with their sex assigned at birth or out of fear of being harassed or teased. If gender dysphoria impairs the ability to function at school or at work, the result may be school dropout or unemployment. Relationship difficulties are common. Anxiety, depression, self-harm, eating disorders, substance misuse and other problems can occur. People who have gender dysphoria also often experience discrimination, resulting in stress. Accessing health services and mental health services can be difficult due to fear of stigma and a lack of experienced care providers. Adolescents and adults with gender dysphoria without gender-affirming treatment might be at risk of thinking about or attempting suicide.                  By Mayo Clinic Staff By Mayo Clinic Staff  Gender dysphoria care at Mayo Clinic ",Orbital Tumor
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes",Pregnancy
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",Delirium
"Breast cysts may be found in one or both breasts. Signs and symptoms of a breast cyst include:  A smooth, easily movable round or oval lump that may have smooth edges — which typically, though not always, indicates it's benign Nipple discharge that may be clear, yellow, straw colored or dark brown Breast pain or tenderness in the area of the breast lump An increase in breast lump size and breast tenderness just before your period A decrease in breast lump size and resolution of other symptoms after your period  Having breast cysts doesn't increase your risk of breast cancer. But having cysts may make it harder to find new breast lumps or other changes that might need evaluation by your doctor. Your breasts may feel lumpy and painful when you're menstruating, so it's important to be familiar with how your breasts feel throughout your menstrual cycle so that you'll know if something changes.",Corneal Abrasion
"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
"pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"The primary signs and symptoms of interstitial lung disease are:  Shortness of breath at rest or aggravated by exertion Dry cough  When to see a doctor By the time symptoms appear, irreversible lung damage has often already occurred. Nevertheless, it's important to see your doctor at the first sign of breathing problems. Many conditions other than interstitial lung disease can affect your lungs, and getting an early and accurate diagnosis is important for proper treatment.",Sick Sinus Syndrome
"muscle_wasting,high_fever,extra_marital_contacts",Amblyopia
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"I've been having chills, nausea, a high temperature, and a headache. I've also been sweating a lot and feeling muscle aches.",Tuberculosis
"Symptoms of IBS vary but are usually present for a long time. The most common include: IBS  Abdominal pain, cramping or bloating that is related to passing a bowel movement Changes in appearance of bowel movement Changes in how often you are having a bowel movement  Other symptoms that are often related include sensation of incomplete evacuation and increased gas or mucus in the stool.  Video: How irritable bowel syndrome affects you       Video: How irritable bowel syndrome affects you             (function () {        kWidget.embed({""targetId"":""kaltura-video-1_gx18hy28"",""wid"":""_1825021"",""uiconf_id"":44373111,""flashvars"":{""IframeCustomPluginCss1"":""/-/media/kcms/ux/css/kaltura-player.css"",""localizationCode"":""auto"",""autoPlay"":false},""cache_st"":20200805,""entry_id"":""1_gx18hy28"",""readyCallback"": function(playerId) {var kdp = document.getElementById(playerId); kdp.addJsListener('doPlay', 'doPlayCallback'); window.inlineReadyCallbackCalled = playerId; }});       })();        Show transcript for video Video: How irritable bowel syndrome affects you  IBS is a functional disorder. Even though the digestive tract looks normal, it doesn't function as it should. Muscles in the intestines move food from the stomach to the rectum. Normally, they contract and relax in a gentle rhythm that moves the food along in a fairly predictable schedule. But with some people, the muscles in the intestines spasm. That means the contractions are longer and stronger than normal. Those spasms are painful. They also disrupt the movement of food through the intestines. If they slow it down, you become constipated. If they cause it to move through too quickly, you get diarrhea. It's not unusual for people to alternate between the two. Another cause of discomfort for people with IBS results from oversensitive nerve endings in the digestive tract. Small bubbles of gas that wouldn't bother most people might be quite painful for you. Your heightened sensitivity can also lead to swelling and bloating.  ",Sleep Disorders
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Fatigue
"I've been coughing a lot and having trouble breathing. I'm also very tired and weak, and I have a high fever.",Delirium
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"Symptoms of a heart attack vary. Some people have mild symptoms. Others have severe symptoms. Some people have no symptoms. Common heart attack symptoms include:  Chest pain that may feel like pressure, tightness, pain, squeezing or aching Pain or discomfort that spreads to the shoulder, arm, back, neck, jaw, teeth or sometimes the upper belly Cold sweat Fatigue Heartburn or indigestion Lightheadedness or sudden dizziness Nausea Shortness of breath  Women may have atypical symptoms such as brief or sharp pain felt in the neck, arm or back. Sometimes, the first symptom sign of a heart attack is sudden cardiac arrest. Some heart attacks strike suddenly. But many people have warning signs and symptoms hours, days or weeks in advance. Chest pain or pressure (angina) that keeps happening and doesn't go away with rest may be an early warning sign. Angina is caused by a temporary decrease in blood flow to the heart.",Pertussis
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",Rheumatoid Arthritis
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite.",Hormone-Secreting Tumors
"itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
I have a fever and feel weak. I have sores on my face that are itchy and painful. They leak a yellow ooze.,Sebaceous Hyperplasia
"Most herniated disks occur in the lower back, but they can also occur in the neck. Signs and symptoms depend on where the disk is situated and whether the disk is pressing on a nerve. Herniated disks usually affect one side of the body.   Arm or leg pain. If your herniated disk is in your lower back, besides pain in your lower back, you'll typically feel pain in your buttocks, thigh and calf. You might have pain in part of the foot as well. For a herniated disk in your neck, you'll typically feel the most pain in your shoulder and arm. This pain might shoot into your arm or leg when you cough, sneeze or move into certain positions. Pain is often described as sharp or burning.  Numbness or tingling. People who have a herniated disk often have radiating numbness or tingling in the body part served by the affected nerves. Weakness. Muscles served by the affected nerves tend to weaken. This can cause you to stumble, or affect your ability to lift or hold items.  You can have a herniated disk without symptoms. You might not know you have it unless it shows up on a spinal image.",Premenstrual Syndrome (Pms)
I have sores on my face that are healing very slowly and are getting infected. The sores are large and painful to the touch. I can't seem to get rid of them.,Sebaceous Hyperplasia
I've been feeling really tired lately and have had this cough for a few days. It's getting harder to breathe and I'm coughing up a lot of phlegm. My fever is really high too.,Delirium
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",Amblyopia
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"If you develop a listeria infection, you might have:  Fever Chills Muscle aches Nausea Diarrhea  Symptoms might begin a few days after you've eaten contaminated food, but it can take 30 days or more before the first signs and symptoms of infection begin. If the listeria infection spreads to your nervous system, signs and symptoms can include:  Headache Stiff neck Confusion or changes in alertness Loss of balance Convulsions  Symptoms during pregnancy and in newborns During pregnancy, a listeria infection is likely to cause only mild signs and symptoms in the mother. The consequences for the baby, however, can be devastating — the baby can die in the womb or have a life-threatening infection within a few days of being born. Signs and symptoms of a listeria infection in a newborn can be subtle, but can include:  Little interest in feeding Irritability Fever Vomiting Difficulty breathing ",Tic Disorders
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"I have been having migraines for a few days. I have distorted eyesight, excessive appetite, a painful neck, melancholy, irritability, acid reflux, indigestion, and regular headaches.",Vocal Cord Paralysis
"skin_rash,pus_filled_pimples,blackheads,scurring",Acne
"I have been having headaches for a while now. They are really bad and make it hard to concentrate. I also have blurred vision, and I feel really nauseous. I'm not sure what's causing it, but I'm hoping you can help me figure it out.",Vocal Cord Paralysis
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",Genetic Factors
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",Genetic Factors
"vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Pregnancy
"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history",Precocious Puberty
"I've had a nasty cough and cold for days. My nose is stuffy and my sinuses are congested. I've also been coughing up mucus, and it hurts my chest to cough. I can't smell anything and my muscles are aching.",Genetic Factors
"weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"muscle_weakness,stiff_neck,movement_stiffness,painful_walking",Blood Disorders
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",Osteoporosis (Fracture)
"vomiting,breathlessness,sweating,chest_pain",Pertussis
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",Amblyopia
"I'm so tired and weak, and my fever is really high. It's been hard to deal with all of these symptoms, and I've also been coughing up a lot of mucus. I'm getting really frustrated.",Delirium
"vomiting,sweating,chest_pain",Pertussis
"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness",Adhd
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes",Precocious Puberty
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"vomiting,sweating,chest_pain",Pertussis
"vomiting,breathlessness,sweating,chest_pain",Pertussis
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",Rosacea
"skin_rash,pus_filled_pimples,blackheads,scurring",Acne
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Pregnancy
"Possible signs and symptoms of mesenteric lymphadenitis include:  Abdominal pain, often centered on the lower right side, but the pain can be more widespread General abdominal tenderness Fever Mesenteric lymph node enlargement  Depending on what's causing the ailment, signs and symptoms might also include:  Diarrhea Nausea and vomiting ",Vitamin A Deficiency
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"I've been feeling scratchy, sick, and worn out. I also had a high fever and lost weight. My skin and urine have turned yellow. I've also been having stomach pain.",Specific Learning Disorder (Dyslexia
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",Adhd
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Pregnancy
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"Memory loss is the key symptom of Alzheimer's disease. Early signs include difficulty remembering recent events or conversations. But memory gets worse and other symptoms develop as the disease progresses.  At first, someone with the disease may be aware of having trouble remembering things and thinking clearly. As symptoms get worse, a family member or friend may be more likely to notice the issues. Brain changes associated with Alzheimer's disease lead to growing trouble with: Memory Everyone has memory lapses at times, but the memory loss associated with Alzheimer's disease persists and gets worse. Over time, memory loss affects the ability to function at work or at home. People with Alzheimer's disease may:  Repeat statements and questions over and over. Forget conversations, appointments or events. Misplace items, often putting them in places that don't make sense. Get lost in places they used to know well. Eventually forget the names of family members and everyday objects. Have trouble finding the right words for objects, expressing thoughts or taking part in conversations.  Thinking and reasoning Alzheimer's disease causes difficulty concentrating and thinking, especially about abstract concepts such as numbers. Doing more than one task at once is especially difficult. It may be challenging to manage finances, balance checkbooks and pay bills on time. Eventually, a person with Alzheimer's disease may be unable to recognize and deal with numbers. Making judgments and decisions Alzheimer's disease causes a decline in the ability to make sensible decisions and judgments in everyday situations. For example, a person may make poor choices in social settings or wear clothes for the wrong type of weather. It may become harder for someone to respond to everyday problems. For example, the person may not know how to handle food burning on the stove or decisions when driving. Planning and performing familiar tasks Routine activities that require completing steps in order become a struggle. This may include planning and cooking a meal or playing a favorite game. Eventually, people with advanced Alzheimer's disease forget how to do basic tasks such as dressing and bathing. Changes in personality and behavior Brain changes that occur in Alzheimer's disease can affect moods and behaviors. Problems may include the following:  Depression. Loss of interest in activities. Social withdrawal. Mood swings. Distrust in others. Anger or aggression. Changes in sleeping habits. Wandering. Loss of inhibitions. Delusions, such as believing something has been stolen.  Preserved skills Despite major changes to memory and skills, people with Alzheimer's disease are able to hold on to some skills even as symptoms get worse. Preserved skills may include reading or listening to books, telling stories, sharing memories, singing, listening to music, dancing, drawing, or doing crafts. These skills may be preserved longer because they're controlled by parts of the brain affected later in the course of the disease.",Antibiotics
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability",Vocal Cord Paralysis
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",Specific Learning Disorder (Dyslexia
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",Delirium
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
"skin_rash,blackheads,scurring",Acne
"breathlessness,sweating,chest_pain",Pertussis
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",Iron Deficiency
"muscle_wasting,high_fever,extra_marital_contacts",Amblyopia
The signs and symptoms of gastritis include:  Gnawing or burning ache or pain (indigestion) in your upper abdomen that may become either worse or better with eating Nausea Vomiting A feeling of fullness in your upper abdomen after eating  Gastritis doesn't always cause signs and symptoms.,Optic Neuritis
itching skin_rash nodal_skin_eruptions dischromic _patches,Fungal Infection
skin_rash nodal_skin_eruptions dischromic _patches,Fungal Infection
itching nodal_skin_eruptions dischromic _patches,Fungal Infection
itching skin_rash dischromic _patches,Fungal Infection
itching skin_rash nodal_skin_eruptions,Fungal Infection
skin_rash nodal_skin_eruptions dischromic _patches,Fungal Infection
itching nodal_skin_eruptions dischromic _patches,Fungal Infection
itching skin_rash dischromic _patches,Fungal Infection
itching skin_rash nodal_skin_eruptions,Fungal Infection
itching skin_rash nodal_skin_eruptions dischromic _patches,Fungal Infection
continuous_sneezing shivering chills watering_from_eyes,Allergy
shivering chills watering_from_eyes,Allergy
continuous_sneezing chills watering_from_eyes,Allergy
continuous_sneezing shivering watering_from_eyes,Allergy
continuous_sneezing shivering chills,Allergy
shivering chills watering_from_eyes,Allergy
continuous_sneezing chills watering_from_eyes,Allergy
continuous_sneezing shivering watering_from_eyes,Allergy
continuous_sneezing shivering chills,Allergy
continuous_sneezing shivering chills watering_from_eyes,Allergy
stomach_pain acidity ulcers_on_tongue vomiting cough chest_pain,Gerd
stomach_pain ulcers_on_tongue vomiting cough chest_pain,Gerd
stomach_pain acidity vomiting cough chest_pain,Gerd
stomach_pain acidity ulcers_on_tongue cough chest_pain,Gerd
stomach_pain acidity ulcers_on_tongue vomiting chest_pain,Gerd
stomach_pain acidity ulcers_on_tongue vomiting cough,Gerd
acidity ulcers_on_tongue vomiting cough chest_pain,Gerd
stomach_pain ulcers_on_tongue vomiting cough chest_pain,Gerd
stomach_pain acidity vomiting cough chest_pain,Gerd
stomach_pain acidity ulcers_on_tongue cough chest_pain,Gerd
itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching vomiting nausea loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching vomiting yellowish_skin loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching vomiting yellowish_skin nausea abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching vomiting yellowish_skin nausea loss_of_appetite yellowing_of_eyes,Chronic Cholestasis
itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain,Chronic Cholestasis
itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes,Chronic Cholestasis
itching skin_rash stomach_pain burning_micturition spotting_ urination,Drug Reaction
itching stomach_pain burning_micturition spotting_ urination,Drug Reaction
itching skin_rash burning_micturition spotting_ urination,Drug Reaction
itching skin_rash stomach_pain spotting_ urination,Drug Reaction
itching skin_rash stomach_pain burning_micturition,Drug Reaction
skin_rash stomach_pain burning_micturition spotting_ urination,Drug Reaction
itching stomach_pain burning_micturition spotting_ urination,Drug Reaction
itching skin_rash burning_micturition spotting_ urination,Drug Reaction
itching skin_rash stomach_pain spotting_ urination,Drug Reaction
itching skin_rash stomach_pain burning_micturition,Drug Reaction
vomiting loss_of_appetite abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
vomiting indigestion abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
indigestion loss_of_appetite abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
vomiting loss_of_appetite abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
vomiting indigestion abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
vomiting indigestion loss_of_appetite passage_of_gases internal_itching,Peptic Ulcer Disease
vomiting indigestion loss_of_appetite abdominal_pain internal_itching,Peptic Ulcer Disease
vomiting indigestion loss_of_appetite abdominal_pain passage_of_gases,Peptic Ulcer Disease
vomiting indigestion loss_of_appetite abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
vomiting indigestion loss_of_appetite abdominal_pain passage_of_gases internal_itching,Peptic Ulcer Disease
muscle_wasting patches_in_throat high_fever extra_marital_contacts,Aids
patches_in_throat high_fever extra_marital_contacts,Aids
muscle_wasting high_fever extra_marital_contacts,Aids
muscle_wasting patches_in_throat extra_marital_contacts,Aids
muscle_wasting patches_in_throat high_fever,Aids
muscle_wasting patches_in_throat high_fever extra_marital_contacts,Aids
muscle_wasting patches_in_throat high_fever extra_marital_contacts,Aids
patches_in_throat high_fever extra_marital_contacts,Aids
muscle_wasting high_fever extra_marital_contacts,Aids
muscle_wasting patches_in_throat high_fever,Aids
fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss restlessness irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss restlessness lethargy blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss restlessness lethargy irregular_sugar_level obesity excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision excessive_hunger increased_appetite polyuria,Diabetes
fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity increased_appetite polyuria,Diabetes
vomiting sunken_eyes dehydration diarrhoea,Gastroenteritis
vomiting sunken_eyes dehydration diarrhoea,Gastroenteritis
sunken_eyes dehydration diarrhoea,Gastroenteritis
vomiting dehydration diarrhoea,Gastroenteritis
